,Tahun,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Lahan,luas bangunan,Cluster
266,2015,585,0.0434782608695652,0.6666666666666666,0,0.1809045226130653,0.1230425055928411,2
267,2018,685,0.1739130434782608,0.3333333333333333,0.3333333333333333,0.0452261306532663,0.1096196868008948,2
268,2016,475,0,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,2
269,2017,275,0.217391304347826,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
270,2019,550,0.1304347826086956,0.1666666666666666,0,0,0.1096196868008948,2
271,2016,275,0.2391304347826087,0.3333333333333333,0.6666666666666667,0,0.1029082774049217,0
272,2018,270,0.0217391304347826,0.5,0,0,0.0917225950782997,0
273,2017,555,0.2826086956521739,0.1666666666666666,0,0,0.1230425055928411,2
274,2016,680,0.0652173913043478,0.3333333333333333,0,0,0.1252796420581655,2
275,2018,495,0.1521739130434782,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,2
276,2019,475,0.3260869565217391,0,0.6666666666666667,0,0.1096196868008948,2
277,2016,645,0.5869565217391304,0.1666666666666666,0.6666666666666667,0,0.1364653243847874,2
278,2015,260,0.5,0.1666666666666666,0.6666666666666667,0,0.1096196868008948,0
279,2018,255,0.4565217391304347,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,0
280,2017,260,0.2608695652173913,0.6666666666666666,0.3333333333333333,0,0.1096196868008948,0
281,2016,255,0.108695652173913,0.3333333333333333,0,0,0.1208053691275167,0
282,2015,3357,0.5652173913043478,0.1666666666666666,0.3333333333333333,0,0.1297539149888143,3
283,2018,470,0.1956521739130434,0.1666666666666666,0,0.1206030150753769,0.1319910514541387,2
284,2014,270,0.0869565217391304,0.5,0.6666666666666667,0.0452261306532663,0.1096196868008948,0
285,2012,280,0.6956521739130435,0.6666666666666666,0,0,0.1096196868008948,0
286,2013,490,0.5,0.3333333333333333,0,0,0.1029082774049217,2
287,2016,490,0.4130434782608695,0.1666666666666666,0,0.1809045226130653,0.1342281879194631,2
288,2014,475,0.6304347826086957,0.3333333333333333,0,0,0.1364653243847874,2
289,2017,470,0.8478260869565217,0.3333333333333333,0.3333333333333333,0.1206030150753769,0.1387024608501118,2
290,2013,260,0.6086956521739131,0.3333333333333333,0.3333333333333333,0,0.1409395973154362,0
291,2023,275,0.9782608695652174,0.5,0,0,0.0917225950782997,0
292,2022,235,0.934782608695652,0.1666666666666666,0.3333333333333333,0,0.1364653243847874,0
293,2023,680,0.5217391304347826,0.3333333333333333,0.3333333333333333,0,0.1096196868008948,2
294,2017,235,1,0.3333333333333333,0.3333333333333333,0.1809045226130653,0.1431767337807606,0
295,2018,6670,0.8913043478260869,0.1666666666666666,0,0,0.145413870246085,1
296,2015,550,0.9565217391304348,0.3333333333333333,0,0,0.1208053691275167,2
297,2022,559,0.6304347826086957,0.3333333333333333,0.3333333333333333,0,0.1230425055928411,2
298,2018,550,0.9130434782608696,0.3333333333333333,0.6666666666666667,0.1206030150753769,0.1364653243847874,2
299,2017,550,0.9782608695652174,0.5,0.6666666666666667,0,0.1096196868008948,2
